result,評価項目,評価表現,評判情報
"",使い勝手,が良いと,ISが強化され、300mmまで使えるレンズとしては軽量で使い勝手が良いと思います。
"",使い勝手,は良いです,ラバーフードは、若干浅いので純正フードほどのフレア回避になりませんが、使い勝手は良いです。
"",使い勝手,は良いと,35mmフルサイズでは万能の焦点域で、使い勝手は良いと思いますが、ISの古さが気になるのと、もう少し広角が欲しいですね。
"",使い勝手,が良い,旅行用に持っていく1本としては、かなり使い勝手が良いレンズなのではないでしょうか。
"",使い勝手,は良いです,でも動き物でなければVCの効きも抜群ですし、画質も予想していたより良いので、高倍率とあいまって使い勝手はきわめて良いです。
"",使い勝手,がよく,先日外でモデルさんを撮影してきましたが、APS-Cの40DではEF135mmF2Lよりも使い勝手がよく、画角的にフレーミングもしやすかったです。
"",使い勝手,は良好です,なお、使い勝手は非常に良好です。
"",使い勝手,も比べると,使い勝手も純正から比べると一段落ちる感じ。
"",使い勝手,が良い,使い勝手が良いカメラを誰もが臨んでいると思います。
"",使い勝手,が良い,他に関しては容量を食うHDよりもSDの方が画質も良く写真をメイン、サブにムービーとして使うコンデジとしては使い勝手がとても良い。
"",使い勝手,が良く,操作系も慣れれば使い勝手が良く、良く考えられた配置だと思います。
"",使い勝手,が良いと,35mm換算で96mm相当の画角を得られるため画角的には35mm+100mmマクロに近いのですが、当然パースの付き具合が100mmとは異なるので、物撮り等でやはり100mmマクロの方が使い勝手が良いと感じる場合が多々あり。
"",使い勝手,は良いと,またフードなども特に撮影しづらい事も無く、使い勝手は良いと思います。
"",使い勝手,は問題なし,USMでは無いので、速度と音はそれなりですが、使い勝手は問題なし。
"",使い勝手,の良い,画質に関してはどうしても2.8Lと比較してしまうので、100%満足とはいきませんがその他の部分では逆に有利な要素も多くオールマイティに使用できる使い勝手の良いレンズです。
"",使い勝手,も良好です,フルタイムMFで、使い勝手も良好です。
"",使い勝手,がいいので,周りの友達からは、どうしてそんな、大きめで重たいカメラを買うの?と言われますが、使い勝手がいいので、気に入っています。
"",使い勝手,がいいです,テレ端250mmはEF70-300mmより50mm短いですが、不便さは感じず、逆にワイド端55mmの使い勝手がいいです。
"",使い勝手,も良く,ただ、PENTAXのハイパー操作系がかなり使い勝手も良く、ボタン等の配置もPENTAXの方が使い良いです。
"",使い勝手,もいいです,まだ望遠での手振れには慣れませんが、使い勝手も、デザインもとてもいいです。
"",使い勝手,も思います,サイズといい、画質いい、使い勝手もよく非常によい製品と思います。
"",使い勝手,が良いと,マクロ域での撮影でもレンズ全長が変化しない所が使い勝手が良いと思います。
"",使い勝手,は良いです,またレンズが繰り出さないので使い勝手はとても良いです。ただちょっとレンズの大きさが気になります。
"",使い勝手,が良いです,機能性は同メーカーですからと思いますがIXY譲りの使い勝手が良いです。
"",使い勝手,が悪い,撮影した映像をDVDとして配ったりする機会がある人には使い勝手が悪い機種だと思う。
"",使い勝手,も良いです,レスポンスがよく、使い勝手も良いです。
"",使い勝手,がいいですね,これは非常に使い勝手がいいですね。
"",使い勝手,の良い,店内などのフラッシュを使いにくい場面でも、高感度はもちろん、絞り優先・シャッタースピード優先モードで明るさを調節できるのでとても使い勝手の良いカメラだと思います。
"",使い勝手,はいいです,使い勝手は抜群にいいです。
"",使い勝手,は良いです,画質も機能も十分で、液晶・操作性も使い勝手は良いです。
"",使い勝手,は良いです,顔認識のレスポンスは良く、使い勝手は良いです。
"",使い勝手,は最高です,デザイン的にはイマイチの面もありましたが使い勝手は最高です。
"",使い勝手,がいいです,画質はとても良好だし、豊富な撮影モードがありとても使い勝手がいいです。
"",使い勝手,がよく,フィルムシュミレーションはとても使い勝手がよく、モードを変更するだけで作品のテイストを簡単にかえられます。
"",使い勝手,が良い,操作性では、ヘルプ機能が大変分かり易く使い勝手が良い。
"",使い勝手,にありません,初めてのデジ一ですが、普段F6の使用もあり使い勝手に不慣れはありません。
"",使い勝手,に満足しています,今のところ、機能、画質、バッテリー、総合的な使い勝手に大変満足しています。
"",使い勝手,がいいですね,いろんなコンデジの防水ケースを使ってきましたがこのケースは使い勝手がなかなかいいですね．
"",機種,は思います,私見ですが、この機種はレンズユニットに欠陥があるように思います。
"",機種,ではありません,しかし、カシオの最近の機種ではそういう経験はありません。
"",機種,があるので,前に使っていたのがEXILIMの『EX-Z500』なので、撮影枚数360枚は不満(EX-Z500は500枚)ですが、300枚も撮れない機種が今もざらにあるので、これは贅沢な悩みかもしれません。
"",機種,はいい,屈曲光学系が欲しい人にはこの機種はいい機種だと思います。
"",機種,は便利です,この機種はとても便利です。
"",機種,はします,"まあ画質は人によって好みが大きく分かれますので参考にはならないと思いますが,個人的にこの機種は室内での撮影に弱いような気もします。"
"",機種,に感じます,3年前と比べて考えると、価格に対しとてもよく出来た機種に感じます。
"",機種,に感じる,この機種に魅力を感じる方はデザインとコンパクトさに魅かれた方がほとんどでしょう。
"",機種,はあります,ただこの機種は、屋外での液晶の視認性が悪く、特に天気が良い日の撮影にはとても苦労します(晴れの日は明るさの差が大きく、動く被写体の受ける光が常に変化するため、適切な明るさ設定が難しい、また適切な明るさ設定ができないとHD画質の恩恵が最大化されない)し、ワイドコンバージョンレンズを使用しないと、撮影範囲がとても狭く、さりとてワイコンを装着すると重心バランスが前のめりになり、撮影が疲れるし携帯性が損なわれるという欠点もあります。
"",機種,はあり,また、コニカミノルタ時代のAWBは、やや寒色系寄りとの印象を持っているが、それに比べてこの機種はむしろ暖色系の印象があり(単純ではないのでうまく表現できないが)、クセをつかむのにとまどいがある。
"",機種,があります,F社やC社にはもっとよく映る機種があります。
"",機種,がいいと,ただ、上述のとおり、室内でのペットの撮影には向かないなので、そういった用途の多い方はそれ用の機種がいいと思う。
"",機種,になりました,その他，細かいところが改善されて，とても使いやすい機種になりました。
"",機種,になり,今後の機体としては、COWONのような映像再生機能と、それからWIfi機能によるウェブアップロードやサーバーバックアップ機能などがつけば、ぐっと面白い機種になり、ユーザー層も更に広がるのではないかとも思います。
"",機種,の良い,でも、ほかに無い特色を出しているのがこの機種の良いところ。
"",機種,にして,薄くて軽いものもいいですが、撮りたいシーンがとれなかったら意味がないのでこの機種にして正解でした。
"",機種,になりました,結果この機種になりました。
"",機種,になりました,他の広角コンデジも触りましたが、メニューが分かりづらかったり、ボタンが押しづらく、結局、この機種になりました。
"",機種,がありますが,個人的な意見ですが…最近のビデオカメラはハードディスク、DVD、SDカードなど色々なメディアに録画する機種がありますが、少しくらい高くても、軽くて快適に撮影できる機種を選ぶのが初心者には正解かなと。
"",機種,もあって,尤も、本機よりも遥かに携帯性の良い機種もあって4点にしました。
"",機種,があり,以前の機種が厚みがありしっかり持つことが出来ていたのでホールド感は手から滑り落ちそうになることがしばしば。
"",機種,は思います,この機種は、デジカメは液晶で見て楽しむもの(=ケータイの進化版)と割り切ってしまえば最強のツールだと思います。
"",機種,が良い,登山には軽い機種が良い。
"",機種,もありますが,望遠側を売りにしている機種もありますが、実質的にあまり意味があるようには思えません。
"",機種,は感じました,◎画質オリンパスブルーは濃すぎて好みではないですが、この機種は自然に感じました。
"",機種,はない,現在の価格でこれだけの機種はまずない。
"",機種,になりました,デジカメ選びで重視する機能(防水衝撃)で選んだらこの機種になりました。
"",機種,は感じです,他にも現場用のデジタルカメラはあるのですが、専用になると、凄く値が高いので、コスト的にはこの機種は手頃な感じです。
"",機種,になる,今後の改良で細かな不満点を改善していけば、無敵のコンパクトタイプデジカメになるでしょうし、おそらくデジカメ史上に名を残すエポックメイキング的な機種になることでしょう。
"",機種,を求める,(小さい機種を求める方には410/420が用意されてますね。)
"",機種,があると,そういう人には、もっとオシャレな機種があると思う。
"",機種,で満足しています,いやになるほど検討しましたが、その検討が実って良かったと思える機種で、とても満足しています。
"",機種,は良いと,外付けストロボを購入する方はある程度カメラをやっている人、やってきた人が多いから高機能のSB-800が評価されがちですが費用対効果からいうとこの機種は良いと思います。
"",機種,はいいと,やはりフラッグシップ機をいつも持ち歩いているとこういった小型軽量の機種はいいと思う。
"",機種,はないと,自分の目では、コンデジでこれほど「柔らかさ」「立体感」を実現してくれる機種は他にないと思います。
"",機種,がある,他のメーカーに親指が自然と来る位置にズームスイッチがある機種がある為、特に残念です
"",機種,もあり,デジタル一眼の画質は素材としての扱いやすさ重視ということで、地味な画質になっている機種もあり、一般ユーザーでは不満に思う人も多いようですが、本機はそうではありません。
"",機種,もあります,たとえば、次のような機能は撮影上重要なものだと思うのですが、他社のエントリー機では省略している機種もあります(KissX等)。
"",機種,はあるので,他社はエントリー機でもグリップいい機種は多くあるので。
"",機種,があっても,・ややノイズが多い(自然なのでそこまで気になっていないが)はじめて28mmのデジカメを使いましたが，とても満足しています．21mm-50mmのような広角にさらにシフトした機種があっても面白いとおもいます．手ぶれ補正等の今時のデジカメ機能は備えてないが、マニュアル設定等豊富でいろいろ遊べるカメラです。
"",機種,にして,ほかの機種はわかりませんが、この機種にしてよかったと思える1台です。
"",機種,はなります,この機種を買ってしまうと、次の機種は撮影枚数が非常に気になります。
"",機種,は良いと,この機種はお手軽に撮影するにはとても良いと思います。
"",機種,が多い,10万円程度で購入できる機種が多い中、多少高いかもしれませんが、できる写真の完成度も変わってくるでしょう。
"",機種,は感じます,IXYを歴代つかっていますがこの機種は少しクセ(操作性、画角)があるように感じます。
"",機種,の良い,この機種の良いところ
"",機種,は思います,でもこのS60は、それがどうしたの?と言わんばかりでこのクラスでは画質は優秀だしお気楽にオートでも、また機能満載のマニュアルでも使い倒せる機種は今となっては希少な一台だと思います。
"",機種,はありますが,画質など個々の項目では910ISを超える機種は多くありますが、トータルでのバランスが良いカメラだと思います。
"",機種,があると,高画質のものを求めるのであれば、他にも良い機種があると思います。
"",機種,はよく,この機種は口コミでも画質は評判がよく、確かに綺麗です。
"",機種,にして,結論から言うと、この機種にして正解だと思っています。
"",機種,になると,バッテリーの持ちが悪いとの書き込みが多々ありますが、確かに悪い方に属する機種になると思います。
"",機種,が多い,ただ今となっては起動の遅さ、AFの精度やフレームの移動(手動で8方向へ動かせます)、液晶のサイズ(色はかなり優れています)など、あれこれ揃った機種が多い現在に、G7があの価格では…。
"",機種,は満足です,いくらコンパクトでもカメラには適度な厚さが必要だと思っていましたのでこの機種はその点でも満足です。
"",機種,も含めて,静止画の写りがいまいちなのは、他の機種も含めて仕方がないレベル(ムービー機としては)ですかね....
"",機種,はあるので,できる機種はあるので。
"",機種,はあります,A640では無くズームしたときなど手振れ警告が頻繁に出ましたが、この機種は安心感があります。
"",機種,はない,直後に再生する機能はよくあるが、拡大した状態で再生してくれる機種はあまり見たことがない。
"",機種,はないと,F710に勝る機種はそうそうないと思います。
"",機種,はありませんが,この機種は安価なため顔きれいなびや手ぶれ防止機能がありませんが写真は大満足です。
"",機種,は使っています,この機種はちょうど1年ほど使っています。
"",機種,はないと,やはり、室内の撮影かけては、この機種は他に並ぶものがないと思います。
"",機種,もありますが,具体的にいいますと、ちょっと動かすと顔認識が一旦外れ、再検索したりする機種もありますが、こちらは捕らえるスピードも早いですし逃しません。
"",機種,のある,F31fdという特色のある機種の後継と位置づけられたことが、この機種のある意味不幸ではないでしょうか。
"",機種,はないと,EVFモニターはまずこれの見栄えを超える機種はないと思え、非常に明るく見よいものですが光学ファインダーには全く及びません旧型と比較しAFレスポンスが向上されてるといっても、一眼の交換レンズで超音波モーターのクイックなフィーリングはなく、トロくうるさいやつよりはマシなレベルです。
"",機種,はないと,重さを気にする向きなので、しかも動画も含めたスペックも欲しいとなると、もうこれしか満足ゆく機種はなかなかないと思います。
"",発色,が良く,どんな場面でも発色が良く、描写力も極めて高い。
"",発色,になる,他社品の中には、色相環上でのズレを感じるものがあり(自分の印象です)、リタッチでの補正が難しいだろうなと思いますので撮ってそのまま自分の欲しい発色になる留は大変好みです。
"",発色,も良く,シャープで発色も良く、このクラスで1040万画素で後からのトリミングの自由や引き延ばさなくても大きくプリントできますしね
"",発色,が良いので,アンチダストもありがたいです液晶は大きくて発色が良いので文句なしです、
"",発色,はありません,発色は文句ありません、
"",発色,はできます,○2インチとやや小さいですが、発色はよく、ピント確認もできます。
"",発色,もあります,ダイナミックレンジを広くすると画像が暗くなるそうなのですが、そのせいなのか全体的に暗めで、発色も物足りなさがあります。
"",発色,になります,画質は、やや彩度が高く、緑などはちょっと浮いた感じの発色になります。
"",発色,は思います,発色はややあっさりだと思います。
"",発色,も良いです,見やすく発色も良いです。
"",発色,もよく,晴のゲレンデは発色もよく、イイ感じです。
"",発色,といい,先日、キヤノンEF28-105mmF3.5-5.6と同じフィルム、同じ光の条件で撮影をしたのですが、発色といい解像感といい圧倒的にT3が上回っていました。
"",発色,も良いです,画質も、FZ7と違って発色も良く解像感も良いです。
"",発色,は感じです,発色はそれと比べるとナチュラルな感じです。
"",発色,が悪い,◎レンズがSDR-S200よりもワイドなので室内撮影時に便利×屋内撮影時に発色が明らかに悪い。
"",発色,が悪い,小生は主にEVFファインダーで写すのですがカラーの発色が非常に悪い。
"",発色,もよく,画質ですが、明るいところでは発色もよく、とてもきれいに撮影できます。
"",発色,は好みです,発色は好みです。
"",発色,にあります,画質というか、発色に特徴があります。
"",発色,が気に入りました,D70を所有してましたが、発色が自分にはイマイチに感じてましたところ、E-500のサンプルを見て気に入りました。
"",発色,は最高です,空の発色はともかく最高です。
"",発色,は思います,発色は、若干派手目深みのある色合いかと思います。
"",発色,もあって,発色も透明感があって青や緑がきれいですね。
"",発色,になりました,ホワイトバランスセッターを使い、セットすれば、ナチュラルな発色になりました。
"",発色,が良く,2.画質について発色が良く、不自然もない。
"",発色,も良く,・400万画素の割りに発色も良く、景色などの動きの少ないものを撮影する場合はコレで十分・暗い所での撮影は少々発色が悪くなる
"",発色,も満足しています,発色も自分好みで画質は良く満足しています。
"",発色,もよく,なかなか発色もよく、持ちやすいので意外とぶれもすくないですね。
"",発色,になります,これらのカラーフィルターも「デジタル時代の昨今は現像でカバーできるだろう」と見越しましたが、ロケーションとフィルターの選択をまちがえると、WBで賄うどころでない、とんでもなくクセのある発色になります。
"",発色,も悪くなく,ピクチャーコントロールはカスタマイズせずに初期設定で撮影しましたが、ヌケが良くて発色も悪くなく当分初期設定のままで使おうと思います。
"",発色,がいい,特に赤系の発色がいい。
"",発色,といい,Nikon機は発色といい、とても気持ちいい撮影が出来ます。
"",発色,は良いです,カメラそのものについては、発色はとても良いです。
"",発色,はあり,発色はアンバー傾向にあり、女性の肌はオッサン色になる。
"",発色,も含めて,描写は、発色も含めてレトロチック。
"",発色,はいいです,発色はKissDNに比べてナチュラルでいいです。
"",発色,も満足しています,発色も鮮やか(D40で利用)で、大変満足しています。
"",発色,もいいと,色の発色もいいと思いますし、手ぶれもよく効いています。
"",発色,がなる,前々機種のR5では、発色が少し青寄りになることと、液晶画面の見え方が不満でしたが、R7では両方ともきっちりと改良され、満足の行くカメラとなりました。
"",発色,が感じます,LX2はまあまあシャープでしたが、発色が不自然に感じます。
"",発色,はものだと,普段、仕事でキヤノンの1Dとかで撮影した画像を見慣れているせいか画質に関してはそれほど驚くものではありませんでしたが、発色はすごく自然で好感が持てるものだと感じています。
"",発色,は最高です,発色は最高です。
"",発色,も良く,人物も撮りましたが発色も良く、私は好印象です。
"",発色,がありますが,うるさいことを言うとドイツ製の某レンズほどシャープでないとか、それより発色が少し冷たいとかありますが、そんなのは誤差の範囲です。
"",発色,もなく,発色も派手さはなく「ナチュラル」で気に入っています。
"",発色,もよく,描写性能はさすが単玉だけあって実にクリアで発色もよく、歪みも自然でとても満足してます。
"",発色,をする,人物も悪くはないが自然すぎて、時として不健康な感じの発色をする傾向があった。
"",発色,がいい,肌色の発色がいい。
"",発色,もよく,その他、価格も手ごろで、多彩な機能を有し、発色もよく、満足しています。
"",発色,もよく,発色もよく、よくできています。
"",発色,も満足しています,発色もよく，シャッターの反応にも満足しています。
"",発色,はします,発色はコッテリと色が出るという気がします。
"",発色,があり,フジに比べても発色がすごく良く又シャープ感があり画質には満足してます。
"",発色,もありません,ボケ方も発色も文句ありません。
"",発色,もいい,・ホワイトバランスは正確で発色もいい
"",発色,が良く,発色が良く、ホワイトバランスも優秀で、操作性もいいです。
"",発色,をする,液晶は屋外ではプレビュー時に紫がかった発色をすることが多く驚きました。
"",発色,がありますが,うるさいことを言うとドイツ製の某レンズほどシャープでないとか、それより発色が少し冷たいとかありますが、そんなのは誤差の範囲です。
"",発色,も満足しています,印刷の発色も自然で満足しています。
"",発色,の良い,開放からシャープでキリっとした発色の良い画像が得られ、全長も変化せずにAFも非常に早くとても満足しています。
"",発色,はします,またキヤノンのデジカメの発色はややマゼンタ強調気味な感じもします。
"",発色,は良好です,また，パナFX01と比べると発色はすなおでノイズも少なく画質は良好です．
"",発色,は好みです,Canonの発色は好みです。
"",発色,もなく,ボケは全域にわたってわりと綺麗で、発色も癖がなく好感が持てます。
"",発色,がいい,発色がいいところが魅力。
"",発色,も良いです,発色も以前のDIGIC竇。に比べてDIGIC竇「は、派手な発色を抑えてナチュラルより傾向な感じで良いです。
"",発色,もいいです,また、発色も非常にいいです。
"",発色,は感じます,写りはISO400以下ならF30と同等に、発色は同等以上に感じます。
"",発色,は良いです,発色はかなり良いです。
"",発色,も良いです,青空の発色も良いです。
"",発色,も気に入っています,写真の発色もとても気に入っています。
"",発色,がよく,明るいし、発色がよく、ノイズが少ないのは比較になりません。
"",発色,になります,発色の鮮やかさ自体は良いのですが、何故か常にいくらか黄色被りしているような発色になります。
"",AF,はありますが,AFは、F値の小さいレンズだと比較的外しやすい、暗い場所では合焦し難い事がある、遅い、遅い、遅い、など色々ありますが、日中の屋外という日常的なシュチュエーションで困るほどではないです。
"",AF,は感じます,AFはD80に比べ、気持ち遅く感じます。
"",AF,も良いので,AFも中央ではかなり早く精度も良いので、機能的な操作系とあいまって留の弱点をうまく解消してきた感じです。
"",AF,もいい,AFもいい感じでピピッと合います。
"",AF,は良いです,AFはさすがに早く、また撮影の合間に待たされないのが小気味良いです。
"",AF,はありません,ただ、AFはあまり良くありません。
"",AF,はあります,AFは若干迷うことがあります。
"",AF,はしますが,AFは合いにくい気がしますが、マクロを撮る時はMFでピントを合わせますし、MFへの切り替えが簡単なので、マイナスというほどではないので、満点ですね。
"",AF,はないですが,AFは、特に不満はないですが、18-70の方が若干早いかもしれません。
"",AF,があると,機能性については、AFが遅いとか広角28mmが欲しいとか色々と議論があると思いますが、AFは確かに遅いですが自分は動く物を撮らないので問題ありません
"",AF,はありませんが,AFは特筆すべき点がありませんが、M-A切り替えリングを備え、MFでの優れた操作感に貢献しています。
"",AF,は思います,その経験からですが、AFは過去一番だと思います。
"",AF,は感じますが,このレンズではAFは若干遅く感じますが、ファインダーの見え方や液晶の見やすさなど十分に満足しています。
"",AF,があれば,実のところAi-Sの同じ光学系のMF物を持っているのでだぶった形になったが、やはりAFがあればいろいろ便利なので。
"",AF,は感じました,初めての短焦点であまり詳しい事はわかりませんがAFは少し遅いなぁ程度感じました
"",AF,がない,やはりTokinaのAT-X124と最後まで迷ったが、軽いこと、AFが静かで迷いがないこと、AFからMFへの切り替えがスムーズであることが決め手になった(AT-X124のワンタッチフォーカスクラッチは硬く使いにくかった)。
"",AF,がなり,最初のD2Hは購入して400ショットほどでAFが不良になり(合焦優先にしていたので)シャッターが切れなくなりました。
"",AF,はありません,AFはまったく問題ありません。
"",AF,はしました,AFレンズとMFレンズのどちらにしようか思ったのですが、AFはピントリンクが細いし質感も劣るのでやっぱり高くてもMFにしました。
"",AF,があると,AF速度等も優秀(トキナーのキヤノン用は、レンズに組み込むモーターが非力なのか、ニコンで使用したときと比べ異様にAFが遅いモノがあると聞く)。
"",AF,は感じました,AFはライバル機種よりやや遅く感じました。
"",AF,は感じません,AFはDA18-55やDA16-45と比べると、少しゆっくりですが、精度を含め問題は感じません。
"",AF,は悪くない,AFはいうほど悪くない。
"",AF,は便利です,機能性について追尾機能付きのAFは意外と便利です。
"",AF,もありません,AFも問題ありません。
"",AF,も良いと,AFも早く精度も良いと思います。
"",AF,はありませんが,AFはスピード・精度とも野外ではさほど問題ありませんが、屋内では結構迷います。
"",AF,はあります,AFは若干迷うことがあります。
"",AF,はしますが,AFは合いにくい気がしますが、マクロを撮る時はMFでピントを合わせますし、MFへの切り替えが簡単なので、マイナスというほどではないので、満点ですね。
"",AF,はありません,ただ、AFはあまり良くありません。
"",AF,は感じません,AFは、*istDSでもK10Dでもスパスパ決まり、精度を含め問題は感じません。
"",AF,がいいです,K10Dに装着して使用していますが、タムロンの272Eとは比較にならないほどAFがいいです。
"",AF,は思います,AFは問題(遅い・合わない)はなく、見た目は高級感ありデザインもよいと思います。
"",AF,も良いので,40Dとの組み合わせでは、AFも早く精度も良いので満足です。
"",AF,にある,レンズのAFに制限のあるD40以上です。
"",AF,もあります,F2.8対応のクロスセンサーが19点もあり、AFも安心感があります。
"",AF,が悪い,ミラー調整したにも拘らず、AIサーボ時のAFが悪い。
"",AF,も思います,AFも早いほうだと思います。
"",AF,は良いです,AFは俊足、正確で気持ちが良いです。
"",AF,は高いです,AFはUSMで無音に近い状態で早く、動体追従度も高いです。
"",AF,はありません,ただ、AFはあまり良くありません。
"",AF,はあります,AFは若干迷うことがあります。
"",AF,はしますが,AFは合いにくい気がしますが、マクロを撮る時はMFでピントを合わせますし、MFへの切り替えが簡単なので、マイナスというほどではないので、満点ですね。
"",AF,にありません,インターネットで問題になっておりますが、私の個体はAFに不満はあまりありません。
"",AF,も思います,AFも最速クラスだと思います。
"",AF,はありません,運動会用レンズと言われていますが、USMがマイクロUSMなので、AFはそれほど速くありません。
"",AF,はありますが,AFはたまに迷う時がありますが、合った時はとても良い絵が撮れます。
"",AF,もいい,と鼻息荒くしないでAFもけっこういいトコまでいってくれる精度です(1.2など使いモンにならないAFだと思ってましたがすごく良い結果なので驚いてます、すごいですね)。
"",AF,と相まって,また、フィルムEOS55等での視線入力を採用すれば、素早いAFと相まって最高のシステムになると思います。
"",AF,はあるので,AFは中央一点集中で使用するクセがあるので、あまり恩恵を受ける使い方ではないと思います。
"",AF,と相まって,レリーズタイムラグの短さ、バッファ量も十分で、さらに9点全てが使えるAFと相まって、スポーツ撮影には本当に強い印象です。
"",AF,も満足しています,開放からシャープでキリっとした発色の良い画像が得られ、全長も変化せずにAFも非常に早くとても満足しています。
"",AF,があり,・リングUSMのため、AFが静かで高速・フルタイムマニュアルフォーカス機構があり、フォーカスの微調整ができる・ImageStabilizer「IS」の効きが凄い___→ISは手ブレ補正のほかに、ファインダー内が安定することによって手持ちでも構図をしっかりと決められるという利点がある
"",AF,はありませんが,機能は、AFは取り立てて早くありませんが、だからといって困ったこともありません。
"",AF,も満足しています,レンズ重量が軽くUSMも備わっているのでAF音も静かでかつAFもとても早く満足しています。
"",AF,がありますが,AFが遅いとかありますが、静止画の撮影においては全く問題有りませんし、〜400mmにしてはコンパクトで重さも気になりません。
"",AF,をすると,価格も大幅に上がったがAFを他のUSMレンズと同じ仕様にすると聞いたのでIIも購入した。
"",AF,も良いと,おすすめはISO800でもA4印刷なら不満が出ない点Nでよく不満を聞くAFもかなり良いと思います。
"",AF,は感じません,AFは、純正サンニッパに比べれば、確かに遅いですが、MFの使い勝手もいいし、特別不都合は、感じません。
"",AF,もあり,AFも早くフルタイムマニュアルフォーカスも使い出があり、写りも申し分ありません。
"",AF,もいい,店頭で弄り回したときは噂どおりズームもAFもいい感じだったのに・・・300枚くらい撮った後はこんなもんか?
"",AF,が良い,AFが早く連写もレスポンス良い。
"",AF,にあり,マクロ・スーパーマクロでのAFに多少難があり、MFを使用しなければならないことがままあり、またRAW撮影ができないこと、A4にプリントすると周辺部で収差が多少目立つなどは、600万画素のコンデジとしては、この程度が限界なのかとは思います。
"",AF,をして,マクロも切り替えの手間はかかりますが、AFを中央かアクティブにしてフォーカスフレームを小にすれば素早く正確にピントが合います。
"",AF,はありません,AFは音が大きく速くもありませんしMFのタッチも良くありません。
"",AF,ではありません,AFではレスポンスが早くて不満はありません。
"",バランス,が悪い,カメラは、左手側が重く、バランスが悪い
"",バランス,の良い,コンパクトな機体に、バランスの良い性能、動画撮りに対する認識が変わる一品です。
"",バランス,が悪い,・HDズーム、ISO感度、画質の3点のバランスが非常に悪い。
"",バランス,がありません,というのもしようレンズの口径にもよるのですが比較的大きなレンズ(手持ちのものでは77と82サイズ)だとバランスがよくありません。
"",バランス,が悪い,手持ちでのバランスが悪い。
"",バランス,の良い,"詰めの甘さは感じますが,手軽に写真を残すという程度なら全体的にバランスの良いカメラだと思います。"
"",バランス,はします,HDDモデルやDVDモデルも出ていますが、バランスは一番良い気がします。
"",バランス,を考えれば,明るさに関しても、テレ側が暗いと言われていますが、撮像素子のサイズと価格とのバランスを考えれば贅沢はいえないレベル、それにISOの懐の広さでフォローできると感じています。
"",バランス,が良く,値段と描写のバランスが良く、非常に満足度が高いです。
"",バランス,がいいです,画質的には絵づくりも含めてバランスがいいです。
"",バランス,も良いと,発売後1年以上たち、価格も安くなっていますし機能、速度、携帯性などのバランスも非常に良いと思います。
"",バランス,も良く,留-100に装着した感じもバランスも良く、レンズの外観もしっかりしている感じに見えますワイド端さえ気にならなければ、価格の割には良いのでは?と思います。
"",バランス,も良いです,ぼけ具合も奇麗ですし、留100に装着した際のバランスも良いです。
"",バランス,がいいです,画質は絵づくりも含めてとてもバランスがいいです。
"",バランス,を考えれば,正直、大満足とはいきませんが、価格と性能とのバランスを考えれば十分満足できると思います。
"",バランス,が良いです,肩からぶら下げているときにバランスが良いです．
"",バランス,が悪いと,重量級のレンズをつけて構えたときのバランスが、留700は悪いと感じます。
"",バランス,がいい,T10は一言で言うと、バランスがいい機種だと思います。
"",バランス,がいいと,写りは全般的にバランスがいいと言えます。
"",バランス,の良い,無理にハイビジョンにしなくてもSDでバランスの良い画像にしてくれた方がよかったです。
"",バランス,が悪い,しかしレンズが大きいためか、少しバランスが悪い感じです。
"",バランス,の良い,めちゃめちゃ特化した性能というのではなくバランスの良い何にでも使えるオールマイティーなデジカメで値段も安いというのはとても良いですね。
"",バランス,が悪いと,大容量のSDカードとバッテリーの持ちのバランスが悪いと思います。
"",バランス,が良いと,他の競合機種と比べて個人的に好みなのでOKレンズ開口部とボディのバランスが良いと思います。
"",バランス,も良いので,パナライカレンズは大きさの割にホールディングが良く、カメラ装着時のバランスも良いので個人的には問題にしていません。
"",バランス,の良い,そして、各メーカー望遠に特化したモデルを出していますが、FZシリーズが最もバランスの良い望遠モデルだと思います。
"",バランス,は良いです,E-1やE-3とのバランスは良いです。
"",バランス,の良い,全体的に非常にバランスの良い機種だと思います。
"",バランス,も満足しています,E−330や500とのバランスも良く満足しています。
"",バランス,を考えれば,その他は概ね満足出来る仕上がりで値段とのバランスを考えれば十分納得できるお買い得カメラでお勧め出来ます。
"",バランス,が悪いと,E-510にも食指が動きましたが，実物を見ると太くなったグリップのせいでバランスが悪いと感じました。
"",バランス,はいいですね,TCON-17を取り付けての撮影のバランスはいいですね。
"",バランス,がいいですね,素直な描写で、バランスがいいですね。
"",バランス,は良い,かなりすっきりしていてバランスは良い。
"",バランス,も良いので,パナライカレンズは大きさの割にホールディングが良く、カメラ装着時のバランスも良いので個人的には問題にしていません。
"",バランス,は良いです,E-1やE-3とのバランスは良いです。
"",バランス,も良いと,ニコンD70sとのバランスも結構良いと思います。
"",バランス,もいい,さすがに、キットレンズの18−70mmに比べれば大きいですがD200やD2Hsにはバランスもいい感じだと思います。
"",バランス,は良く,D200とのバランスはなかなか良く、然程重くないので携帯に便利です。
"",バランス,の良い,D2Xで使用していますが非常にバランスの良い組み合わせです。
"",バランス,が高い,性能・価格・拡張性のバランスが良くコストパフォーマンスの高い商品だと思います。
"",バランス,がよい,性能(主に画質)、機能、ホールディングしやすいすぐれたデザインなど、とてもバランスがよいカメラです。
"",バランス,が良いです,バランスが良いです。
