result,評価項目,評価表現,評判情報
"",場合,もあります,メニューは、何が、どこの、どの辺にあるのか分からなくなる場合もあります。
"",場合,がある,D200も見やすいファインダーでしたが、余分なものが写り込む場合がある視野率96%でしたから。
"",場合,はありませんでした,重量もVR18-200を付けていますが、私の場合はさほど重さを感じることもありませんでした。
"",場合,がある,・歪曲が気になる場合がある。
"",場合,もありますが,狭い室内では少々長い場合もありますが、何と言ってもF1.4の明るさと深度の浅さを楽しめる素晴らしいレンズだと思います。
"",場合,は感じます,高感度撮影時のノイズは平均的で、A4プリントをする場合はISO200まで、2L程度の場合は400までが実用範囲だと(私は)感じます。
"",場合,も良いので,90〜105mmマクロだと、背景が複雑になるバラなどの大きな花を撮るときなど、背景を単純化するのに重宝しますし、ローアングルで小型の野草を撮ったりする場合も、あまりかがまなくて良いので楽に撮れたりする便利な面も持っています。
"",場合,は十分です,しかし、個人的には気にならないので、それ以外の部分で見た場合は、必要十分です。
"",場合,はなりません,JPEGで撮影しても自分の場合は気になりません。
"",場合,があります,また、電池室の接点金具が貧弱な為、バッテリーグリップを装着して縦位置撮影を行っている際に接点が浮いて、電圧が下がったと誤認識する場合があります。
"",場合,もあります,開放でも安定した描写なので、絞らなくても安心して使用できますが、背景や絞りに気を配らないとボケが五月蠅く感じる場合もあります。
"",場合,がありましたが,たまに、液晶で青っぽく見える場合がありましたが、少し構図を変え露出し直すと良くなりました。
"",場合,がありました,ただ、何枚か撮影した後の書き込み時間で次のシャッターチャンスを逃す場合がありました。
"",場合,があるが,「露出点検をしたが特に異常はない。モニター輝度を確認したが特に異常はない。各部作動確認及び各精度の確認をしたが異常はない。屋外など明るい状況ではモニターが見づらくなる場合があるが異常ではない。
"",場合,もあり,夜の撮影ではFZ5が綺麗な場合もあり。
"",場合,があります,一方、三脚座が貧弱な為に三脚+レリーズでは高速SSでもブレる場合があります。
"",場合,にはありません,AFのみまたはMFのみで使う場合には、特に問題ありません。
"",場合,もありましたが,日中の室内の撮影ではアンダー気味に照射した方がいいような場合もありましたが、SB−800でも同じ結果でしたし、これは部屋の状況によっても違うでしょうから何とも一概にいえません。
"",場合,もあるので,機械式銀塩カメラも併用するので、外部自動調光が省かれているのが惜しいですが、その時はSB−800や古いSB−15を使いますし、ワイアレスストロボではスレーブをマニュアルで調光をセットして発光させた方が、スパイスのきいた写真が撮れる事が多いので、まあこれはこれでいいと思います(まあ、マニュアルでスレーブ発光させるだけなら、デジカメのプリ発光に対応したサンパックやヒカリ小町などの安いストロボでも使える場合もあるので、無理してこの機種を買う必要もないのですが)。
"",場合,があります,5、至近優先ダイナミックAF51点AFの場合、ピントを合わせたい被写体が一番手前にあってもピントが合わない場合があります。
"",場合,は感じます,逆に一脚や三脚を併用する場合は手ごろな大きさに感じます。
"",場合,がある,個体差がかなりある商品な様で撮影データとともに工場で調整する場合があることを考えるといいのか悪いのか。
"",場合,があります,シャープなだけでなく、収差も非常に良く抑えられていますが、絞りや背景の選び方によってはボケが五月蠅く感じられる場合があります。
"",場合,は撮れます,テレビを見ていたり、イスに座ってご飯を食べていたりする我が子を撮る場合は、うちにあるレンズでは、1番、良い写真が撮れます。
"",場合,はあり,小型を望まれる場合はAF18-35mmがあり、良好な性能を持つようですが、私は直接比較したことがありません。
"",場合,は良好です,手にした質感、重厚感は素晴らしく、大柄なボディと組み合わせた場合は重量バランスも良好です。
"",場合,がありますので,D40の3点じゃ少なく、D80、*istDS2の11点も要らない場合がありますので使いやすいです。
"",場合,があると,他の人に撮影させる場合で，フラッシュを焚きたくない場合があると思いますので。
"",場合,もあると,価格より品質を重視したい立場ですと、失望をされる場合もあると察します。
"",場合,は使っています,F5はF3のモーター付やF4Eなどと比べて大きくはないですが、標準ズームなどのレンズ付で何とか入りそうなバッグとしてドンケのF-3を使用、ボディ単体で収納する場合はドンケF-1XやF-2を使っています。
"",場合,があります,※プライバシー保護の為削除する場合があります。
"",場合,もあります,(被写体にもよりますが、動体ブレを防ぐために1/500-1/1000のシャッタースピードを確保しようとすると、ASA400程度の場合、昼間でも絞りが開放近くになる場合も多々あります。)
"",場合,があります,値段もモノによってはそのほうが安い場合が多々あります。
"",場合,が多い,難点は電源をオフにしても、レンズカバーが閉まらない場合が多いこと、これは他のサイト等で評判を見る限り仕様みたいですね。
"",場合,はないです,液晶で等倍鑑賞とか超大サイズにプリントアウトとかの用途では厳しいかもしれませんが、私の場合は、液晶フィット表示か大きくてもA4出力なのでこの画質でも問題はないです。
"",場合,があり,特に広角側に関しては、明るい被写体であれば、デジタル一眼とも遜色ない解像力が得られる場合が多々あり、大満足しています。
"",場合,があります,EVFなしであれば条件次第で400枚近く撮影できる場合があります。
"",場合,がある,問題なのは、後ピン側にずれる場合がある事です。
"",場合,が多いので,そのまま印刷する場合が多いので、その場合は鮮やかモードの方が合っているようです。
"",場合,があります,シャッター音、AF時の音は嫌いではないのですが、音そのものが大きめなので静かな場所ではちょっと困る場合があります。
"",場合,もありますが,若干ピントが前後にずれる場合もありますが慣れちゃえば上手に付き合えそうです。
"",場合,もあるので,フィールドで電池の切れる場合もあるので、オプションを用意して欲しい。
"",場合,は多いので,僕の場合は、RAWで撮って手動で現像することが多いので、ある程度の問題は解決する。
"",場合,は使えます,特に、一般的に使用するサイズまでリサイズしてしまった場合はK100Dと遜色なくこれであれば十分に使えます。
"",場合,があり,したがって、二回目以降の設定変更では以前の設定が残ってしまう場合があり、そちらを戻す手間が必要な事があります。
"",場合,があります,アラをあえて言うならば、上記記載の通り、レンズやカメラにとってかなりシビアな環境が前提ながら、「AFがやや遅い」「合掌が甘い」場合があります。
"",場合,は大きいので,相対的に高価なレンズなので難しいかもしれませんが、自分の感性(私の場合は私なりのレベルでしかありませんが・・・)で表現できる幅が大きいので初心者の方にも写真を覚える為に使っていただいてもおもしろいのではないかと思います。
"",場合,は良いと,グリップ付きの20Dや1D3に付けた場合は、バランスはとても良いと思います。
"",場合,は良いと,そのため、連写を重視する場合は、他社の中級機を選んだ方が良いと思います。
"",場合,があります,・大きさや画素数は問題ありませんが、再生画像がコントラスト高めに表示される傾向があるため、実際よりも露出アンダー気味に見える場合があります。
"",場合,がある,「表現力」評価を1つ下げたのは、上記のように私の力量が及ばない事でイメージ通りの写真にならない事があるのと、もうひとつ魚眼の宿命かもしれませんが、RAW現像ソフトでも修正不可能なかなり派手な色収差が出る場合があることからです。
"",場合,がある,フラメンコショーなどの撮影では、ISO800、F2.8でも暗い場合がある。
"",場合,は重宝しています,それほど広角が必要ない場合(私の場合は運動会など学校行事)に使う、望遠寄り標準コンパクトズームとして重宝しています。
"",場合,はいいと,一時中古含めて3本所有してましたが個体差が大きいので中古で購入する場合は開放での映り具合は必ずチェックした方がいいと思います。
"",場合,は十分です,機能面において、これでは事足りないと云う方も多いと思いますが、自分の場合は簡単に写せて大きな光量、バウンスあれば十分です。
"",場合,は得られます,RAWで撮影してパソコンで現像する場合はK100Dと比較してもほぼ同等の画質が得られます。
"",場合,があります,気になる点ですが、これはそもそも銀塩用という素性からいって止むを得ないことなのでしょうが、F2.8辺りまでは構図や被写体によってはパープルフリンジが目立つ場合があります。
"",場合,があります,DA35mmはマクロ機能を盛り込んだ分、合焦が遅く、f2.8では室内ではつらい場合があります。
"",場合,があります,展示物はたいていガラス容器の中に保存されていますので、フラッシュが反射してうまく撮れない場合がままあります
"",場合,は良いです,長時間露光に使用する場合は、事前に確認した方が良いです。
"",場合,が多いので,絞り値を決めて撮ろうとしてからSSを確かめて再度ISO感度を設定しなおす場合が多いので、いちいちファインダーから目を離してISO感度を設定しなおすのが非常にストレスになります。
"",場合,はなりません,5Dの液晶の場合は色に関しては参考になりません。
"",場合,は便利です,またRAWで撮った場合は、キヤノン純正のDPPで歪曲補正なども自動的にできますので便利です。
"",場合,となります,唯一対応できないのは、室内の動き物をノーフラッシュで撮影する場合となります。
"",場合,は十分です,素人の私の場合は、被写体を撮ってプリントしても自分で楽しむくらいなので、このレンズの画質で必要十分です。
"",場合,があります,コストダウンした結果操作性がイマイチという感じで、また、自分好みの設定ができない場合があります。
"",場合,はないので,いままでEF300F4LUSMをメインに使っていましたが、画角を変える場合は場所を移動するしかないので、単焦点の解像度より、ズームの利便性にシフトしました。
"",場合,もある,3型になって見やすくはなったが、日中屋外での画像確認では、依然見難い場合もある。
"",場合,もありますが,画質は撮るものによっては色合いを再現できない場合もありますが、十分実用範囲内です。
"",場合,はなります,あとレンズフードに関してですけど…このレンズはレンズフードが付属してないので欲しい場合は別途購入になります。
"",場合,に思います,広角から中望遠までカバーしており旅行に一本選ぶ場合に最適だと思います、IS付きなのも心強いし意外と寄れるなど守備範囲が広いです。
"",場合,もあります,ただ、重いレンズなので長時間使用すると疲れますし、カメラの持ち方によってはマウントに負担がかかっているようにも思うときがありますので、気を使う場合もあります。
"",場合,もありますが,L単焦点レンズには負ける場合もありますが、ズームの利便性を考えると、私の持ち出す比率は高いです。
"",場合,は良いです,光が十分ある場合や三脚を使用する場合はむしろこちらの印象の方が良いです
"",場合,はレベルです,HSMは純正のUSMと比べてしまうと多少遅いし音もしますが、自分の場合は実用上まったく問題ないレベルです。
"",場合,は良いと,グリップ付きの20Dや1D3に付けた場合は、バランスはとても良いと思います。
"",場合,は多いです,ワイド側での周辺部の歪みが気にならない事も無いですが、主に撮影する子供の場合は殆ど中心付近に被写体を持ってくるため、問題とならない事が多いです。
"",場合,はできます,私の場合は、このレンズ1本で幅広く撮ることができます。
"",場合,もありますが,HSMを使っていないのでAFはさほど早くなく、USMに慣れた耳にはギーギーという音が気になる場合もありますが、動体撮影に使うわけでもないので、実用的には問題ないと思います。
"",場合,もあります,マスターレンズが優秀だと、弊害をほとんど感じない場合もあります。
"",場合,がある,フラメンコショーなどの撮影では、ISO800、F2.8でも暗い場合がある。
"",場合,がある,<<ご使用いただいているカメラに関しましては、高温多湿環境下で保管、あるいは使用した場合、製品に搭載されたCCD内部の配線接合箇所が外れる場合があることを確認致しました。
"",場合,はなりません,毎日使い込んで分かった事として全くの初心者にはフルオートでカメラ任せで一通りこなす実力がある反面、ストロボのON、OFFくらいは駆使したいと思った場合は、マニュアルモードにしなければなりません。
"",場合,があります,『撮影時』に設定するとSS0．3秒でもイケる場合があります。
"",場合,は思います,拙いサンプル画像のように一通りのものを撮影でき、これ一本でも一眼の魅力を堪能できますが、私の場合は、三脚を据えてここ一番の風景を狙う際や、一生に一度しか行けないような海外旅行には別のレンズ(若しくは双方)を持ち出すと思います。
"",場合,はあると,これだけを車で運ぶのであれば付属のハードケースで良いかと思いますが、撮影現場まで担ぐ場合は専用のバッグがあると便利です。
"",場合,はない,太陽が入るような場合は、画面中心部にある場合は薄く小さいゴーストが見られるぐらいで、ほとんど気になるようなものはない。
"",場合,は思います,30Dがメイン機となった今では、「連写」「液晶の小ささ」「ファインダー」「操作性(特に露出補正のしづらさ)」といった部分で見劣りする部分はありますが、逆にこういった部分はあまり気にせず「いい写真をキレイに撮る」ことだけを考えた場合は十分とも思います。
"",場合,があります,(パッと撮るだけならコンデジの方が勝っている場合があります。加工修整無用の画作り、機動性は言わずもがな。CCDのサイズが違い過ぎるので同一比較ではないですが、コンデジの方がジャスピン率高し。驚いたことに露出はQV−4000の方が正確でした。)
"",場合,もあるので,きちんとホールドして撮影してもブレが見える場合もあるので、値段が高くなってもいいのならば、高価な手振れ補正付きの望遠レンズをオススメします。
"",場合,はしています,次に高感度ISOに関してはスナップの場合は「高感度ノイズする」にしてだいたい500から640ぐらいを上限としています。
"",場合,があります,機能面では言うことはありませんが、AFがあまりにも敏感すぎて思った所に合わない場合がありますのでファインダーのピント箇所設定がたまにめんどくさい場合があります。
"",場合,がありますので,機能面では言うことはありませんが、AFがあまりにも敏感すぎて思った所に合わない場合がありますのでファインダーのピント箇所設定がたまにめんどくさい場合があります。
"",場合,は良い,俺の場合は、手が大きいので縦位置グリップを付けると、これが丁度良い。
"",場合,があります,ただし、オート任せにしていると、下級機に劣る画質になる場合があります。
"",場合,に感じます,しかし、撮影方法が正しくないのかわかりませんが、明るい被写体を撮った場合に、背景のボケが暗く感じます。
"",場合,は有りません,Canonの純正ストロボは550EX、580EX、580EX2をST-E2(トランスミッター)を介して使用していますが、580EX2に成って一番変わった点は[MASTER・SLAVE]の切り替えスイッチが無くなったことです、[ZOOM]ボタンを長押ししてから[選択ダイアル]を回転させて切り替える方式に改悪されました、[防塵防滴]の為に物理的なスイッチを省略していると思われました、唯一不便になった改悪点ですが、一台で[MASTER]のみで使われる場合は全く問題有りません。
"",場合,は思います,花や小動物(私の場合は昆虫)を撮るにはベストレンズだと思います。
"",場合,があり,35mm換算で96mm相当の画角を得られるため画角的には35mm+100mmマクロに近いのですが、当然パースの付き具合が100mmとは異なるので、物撮り等でやはり100mmマクロの方が使い勝手が良いと感じる場合が多々あり。
"",場合,があります,(例えば、風景で、海を撮った時に水平線が斜めになっていたり、或いは建物が斜めに撮れていたりする場合があります。このグリッドが、水平、垂直の目安になります。これを目安にして撮ると、傾きの無い写真が撮れます)
"",場合,はありません,・___観賞用としては、もの足りませんが、撮影用としては私の場合は特に問題がありません。
"",場合,もあります,逆に言えばそこが写真を撮るのにネックになる場合もあります。
"",場合,はあるので,但し、スローシャッターになる分、人物などの場合は被写体ブレが発生する可能性があるので、早いものを撮影する場合は、少しでもシャッター速度の稼げる2.8L/ISの方が良いかもです。
"",場合,が多い,標準レンズとしての性能は結構な物であると思うが、コントラストがやや低めの傾向にあるようで後から多少のレタッチも必要な場合が多い。
"",場合,は良く,ところが逆に屋外で使用した場合はAF精度も非常に良く、F4以上に絞って撮影するとシャープで解像度豊かな写真となり、色のりについてもLレンズ並みと思えるようなびっくりするような冴えた写真が撮れることがあります。
"",場合,は得られます,デジカメの場合は、感度を上げるほうがはるかに良い結果が得られます。
"",場合,はあると,今後本機を購入検討される場合は、良品・低価格な中古品購入も検討する価値があると思います。
"",場合,は良いので,バッテリーグリップを付けると重量が中級機なみになりますが、持ち歩きで軽くしたい場合は外せば良いので非常に柔軟性があります。
"",場合,もありますが,最近手にしたタムロン18-250に交代される場合もありますが、気合を入れて撮影したい場合はこのレンズと70-200___4L___ISとのコンビです。
"",場合,は使えます,万が一の場合は単三電池が使えます。
"",場合,が多いので,FANCでは、液晶表示が変るので直ぐに分りますが、ISOは気が使かない場合が多いので要注意2、電源を切るたびに、連写が元に戻るのは改善の余地あり3、撮影後の画像確認が2秒は長すぎるので、1秒表示にして欲しい。
"",場合,は良いと,店舗以外で買う場合は、こういう保障の時の配送料がどうなっているのか確認してからお店を選んだ方が良いと思います。
"",場合,はなります,ただし、夜景など、暗い中に点光源がある場合は、妙な感じになります。
"",場合,があります,2〜3泊程度の旅行なら問題ありませんが、高画質録画を使い長期の旅行になると40GBでは、容量が心許ない場合があります。
"",場合,はなります,輝度差の激しい被写体の場合は気になります。
"",場合,はなりません,サードパーティに比較して重く大きく、さすがに設計の古さを感じさせます機能性___私の場合はUSMの音は気になりません。
"",場合,が多いので,・PUSHAFボタンをもう少し大きいものに変更マニュアル操作時に意外と重宝するのがPUSHAFです親指で探りながら押す場合が多いので、ボタンを大きく突起の付いている物があると使いやすいと感じました。
"",場合,がありました,AFはF31fdがあるんですがそれと同等か若干劣る場合がありました。
"",場合,が多いので,"さて、私は""犬バカ""なので犬の接写が多いのですが、EF35mmF2だと犬の動きに合わせる際、引く場合がかなり多いので、もう少し広角の単焦点レンズが良いと思い、「低価格重視」でEF24mmF2.8を""期待せずに""購入しました。"
"",場合,はなく,F値が2.8だから『暗いんじゃない?』と思って敬遠する人もいるのかと思いますが(私もそう思っていました)、私の場合は「くっきり好き」なので余り開放で使用することはなく、少なくとも数絞りして写すことが多いため、F2.8はまったく心配無用でした。
"",場合,があると,つまり，小さいテーブルを挟んで向かい側の人を撮る場合は，「マクロ」で撮らないとダメな場合があると言うことです。
"",場合,もある,泊りがけの旅行で充電できない場合もある私は、互換バッテリー2個買いました。
"",場合,もあります,シーンによっては、これが枷となる場合もあります。
"",場合,は思います,ただ、滝や夜景などの撮影で長時間露光を多様する場合は予備のバッテリーがある方が良い様に思います。
"",場合,がありますが,逆光時に見えにくい場合がありますが、そのときはビューファインダーを使っています。
"",場合,があるので,・EVF/LCDボタンとプレビューボタンを間違える場合があるので離して欲しい。
"",場合,がある,顔が小さかったり、少し横を向いた状態で認識しない場合があるためです。
"",場合,はあります,フェースキャッチは流行の機能ですが、カメラ目線になっていない場合は滅多に機能しない印象があります。
"",場合,があります,4年前に買った4メガのもののほうが、撮り比べたときに全体の写りのまとまりが良い場合が多々あります。
"",場合,は良いです,夜の室内撮りで、感度のよさが必要な場合は良いです。
"",場合,が多い,上記の内容によって、ベタにオートでの撮影はお勧めできないし、撮影条件を十分考慮しなければ思った写真が取れない場合が多い。
"",場合,もあります,ただし、等倍で比較した場合であり、L版サイズへの印刷程度だと、他社製品と差別化できない場合もあります
"",設定,といい,ベストショット機能といい、つまみでの設定といい、毎度毎度フキダシで説明が出てくるので、デジカメ初心者の方にはおすすめしやすい機種です。
"",設定,があり,使い込むほどに「なるほど」「へえー」という表示や設定があり、ハイアマチュアでも使える懐の広さがあります。
"",設定,がない,1Mや2Mサイズの設定がないこと。
"",設定,が変わる,液晶が大きくて、つい指が触れて設定が変わる事がありましたが、専用のケース(\3800くらい)を使ってからは、非常に携帯性、ホールド共に良いです。
"",設定,があり,このカメラもW／Bの設定がたくさんあり、強弱がつけられるようになっていますが、個人的にはWB取り込みだけで、あとは強弱のできる3原色の色フィルターがあればいい。
"",設定,で撮影する,・露出はプログラムオートでスポット測光(ときどき中央重点測光)の設定で撮影することが多かったのですが、被写体中心の露出にでき個人的にかなり納得いく感じの露出になります。
"",設定,をして,微妙な設定をして、凝った写真を撮る人には向いていません。
"",設定,が欲しい,VGAと2M(16:9)の間の設定が欲しい。
"",設定,がありません,って言うか、1024×768サイズの設定がありません。
"",設定,があると,ただ、さらに希望を言えば、セレクトレバーのワンプッシュでFNボタンの代わりにできる設定があると、もっと便利だと思います。
"",設定,をすると,3．絵作りが地味との意見もありましたが、設定を『ビビッド』にすると___結構派手な絵作りになりました。
"",設定,が欲しい,ノイズが増えた時はISOを200固定にすることで解決できていますが、AUTOでISO200以上にならない設定が欲しいところです。
"",設定,が必要です,細かいのですが、スライドショーは2秒設定が必要です。
"",設定,で使っています,動体検知でSDカードに記録すると同時に携帯にメール送信する設定で使っています。
"",設定,が必要な,疑問点が一つ、オートであれば、何でもこなしはするが、照明の関係でやはり、設定が必要なことがある。
"",設定,があるので,・ISOの設定がメニューの中にあるので変えにくい
"",設定,はない,ただ、細かい設定はないものの、オートが非常に優秀なので、ポケットにすっと入る広角デジカメならFX33はいい機種だと思います。
"",設定,が多い,あまり使わない設定が多い気もしますが、夜景や花火など、咄嗟に撮影するのが難しいシーンなどでは非常に重宝します。
"",設定,が欲しい,・ISO感度400は常用可能、800は厳しいと感じる事から、間のISO-565相当の設定が欲しい。
"",設定,はありません,ISO感度やWバランスなどの設定はありません。
"",設定,はあると,モタモタできない上に、シャッターは誰かに頼まなくてはいけない状況もありますから失敗しにくい設定はあると便利です。
"",設定,でしました,私はカメラの設定で「彩度」を一段落としました。
"",設定,も良い,設定もしやすく非常に良い。
"",設定,があっても,コントラスト-2にしていますが、さらにマイナス側の設定があってもいいくらい。
"",設定,が欲しかった,ふつうの写真ではそんな細部まではいらないけれど、すごく細部まで撮りたい時もあるので、処理時間がかかってもいいからultrafineの設定が欲しかった。
"",設定,になりました,別の日に、昼間の室内でオートで望遠端(114mm)で人物を撮影した時は、ISO感度800、SS1/500秒などという変な設定になりました。
"",設定,をして,細かな設定をして撮る写真は一眼などに任せればよく、コンパクトデジカメは簡単に綺麗な写真が撮れる事に一つの大きな意義があるはず。
"",設定,が多いので,操作性は良いですが、ニコンはさすが設定が多いので最初はちょっと悩むかな?
"",設定,はない,余分な設定は一切ない。
"",設定,はありましたが,メニューの操作や設定ははじめはとまどうこともありましたが、徐々に自分が使う機能が絞り込まれて、操作にはだいぶ慣れました。
"",設定,も含め,様々な設定も含め、撮りたい画が、割と簡単に撮れるのがよいところかも♪
"",設定,が必要な,が、リモート発光など、細かな設定が必要な場合、メニューボタンが無く2つのキーを同時に押下してモードを切り替えるなど、ユーザーインターフェースは今一歩です。
"",設定,をすると,設定をAUTOにすると色が鮮やかに「子どもスナップモード」にするとやさしい色合いに・・。
"",設定,で撮れる,・高級コンデジの多くに備わっている「マイセッティングモード」「カスタムモード」(カメラで設定できるすべての設定項目を、自分が選んだ数値かオートで記憶してくれ、ダイヤルを合わせるだけでその設定で撮れる。)が無い。
"",設定,がある,Dレンズであれば、絞り環で操作もできる設定があるため、絞り優先での操作設定では使いやすくなる。
"",設定,で使う,結局私は、「フォーカスエリアの循環」をしないという設定でF6を使うことにした。
"",設定,は良いので,本当はフォーカスを距離で直接指定するモードを、そんなに設定は細かくなくて良いのでコンパクトカメラにもつけて欲しいところです。
"",設定,もありますが,段階をつける設定もありますが、微妙な感じです。
"",設定,をしている,デジタルズームの設定をオートリサイズではなく「通常」設定にしている場合に、R5が×3.6までいくのにちょっともたつく感じですが、R6はスムーズに素早く×4.8までいってくれます。
"",設定,にして,画質ですが同じような設定にしてL判にプリントして比べたらR7とG9ではR7で撮った写真の方が好きな感じがでることが多かったです。
"",設定,は思います,このような設定はリコーだけだと思います。
"",設定,が多いので,入門機とはいえ、モードや設定が多いので、慣れるまでに、少し時間がかかりそう。
"",設定,がある,ダイヤルにISO感度優先モードなどの設定がある点、ダイヤルが二つあるので例えば絞り優先モードでのシャッタースピードを変えたいときにもうひとつのダイヤルを廻せば簡単に調整できる点、その他の操作もしやすいなど、多機能であるのに取り扱いがしやすいカメラだと感じました。
"",設定,になっています,レンズの明るさもf1.8と非常に明るく使い易い設定になっています。
"",設定,にする,いちいち自分の好みの設定にする必要があります。
"",設定,で使っていますが,晴れたひに、ホワイトバランスをきっちり設定して、シャープネスは+7、コントラストを+2の設定で使っていますが思った以上に色乗りもよく、くっきりはっきり写りとても満足です。
"",設定,があって,スリープモードでもマニュアル時にはシンクロ端子からの発光信号(つまり2端子によるフラッシュとしての最低限の信号。)により発光するか、あるいはスリープさせない設定があって然るべきと思うのですが、この製品のターゲット層にはそこまで考えなくても良いということですかね。。。
"",設定,はないです,という設定はないです。
"",設定,は良く,◎___ファンクションキーやメニューに割り振られた設定は良く、スピーディーに目的の機能に行けます。
"",設定,が良い,携帯性は、このクラスででは丁度良いサイズと重量かと機能性は、撮影モードの設定がしやすく良い液晶は、流石に3インチは大きい!
"",設定,が感じます,ただライブビューを使用する際、設定が分かりにくく感じます。
"",設定,をすると,またある設定をすると、他の設定が制限される、例えば「高輝度側・階調優先」を選ぶとISO設定範囲が20〜1600に制限されなど2、3のケースを経験しました。
"",設定,がなります,デジタル一眼は40Dが初めてなので、他のデジタル一眼の設定が気になります。
"",設定,を求める,花のマクロ撮影なので極めてシビアな設定を求める方にはメリットが大きいかもしれません(但しCCD感度の限界から露出設定をミスすると映像全体が破綻するのも事実ですが)。
"",設定,で使っています,まだ使いこなしていませんが、Pモード・ISO80・ポジフィルムの設定で使っています。
"",設定,になっています,レンズの明るさもf1.8と非常に明るく使い易い設定になっています。
"",設定,で撮れます,充電池のエネループを4本用意して半日ほど充電し、これをメインに使って、先ほどの設定で、512メガのカードでメモリーいっぱいの180枚は十分撮れます。
"",設定,をする,また、一つの設定をするたびに撮影画面に戻ってしまう為、複数の項目を設定する際は何度も開きなおさなければならず不便です。
"",設定,が欲しい,・ノイズリダクションの効き具合の強弱をユーザーメニューで___可変できる設定が欲しいところ。
"",設定,をすると,一回使用開始するとそうそう電池交換が出来ないダイビングに使うダイバーケースをラインナップしている割には専用電池の持ちが悪く、例えば256MBのメモリで6Mノーマル画質と言う設定をすると100枚程度で電池切れとなることが多く、メモリーを使い切る(171枚程度)前に電池切れとなる。
"",設定,があっても,「スーパーファイン・ファイン・ノーマル」等の設定があっても良かったのでは?
"",設定,で撮れる,逆を申せば撮影現場でしっかりとした設定で撮れるヒト向きです。
"",設定,もあると,露出もF6に似てると思いますよ、設定もあると思いますがデフォルトで近いと思います。
"",ファインダー,がないので,ただファインダーがないので裏から見るとかなり微妙な感じがします
"",ファインダー,がある,・よくできたファインダーがある。
"",ファインダー,がない,それと、使用に際し、液晶を使わない前提の表記だが、ファインダーがない以上、液晶は使わざるを得ないのに・・・?
"",ファインダー,がない,メディアとても高い、ファインダーがない、大容量バッテリが使えない、内部ファンと給排気口があるらしく防塵防水面で不安。
"",ファインダー,は思います,ファインダーはこのクラス最高の見え方だと思います。
"",ファインダー,がない,以前はCAMEDIA700UZを使っていたので、ファインダーがないことに抵抗がありましたが、10倍ズームと携帯性を考え、TZ-1を購入しました。
"",ファインダー,が無い,発売日に見に行って___その場で買ったズームには驚いた___相当いい___機能も問題無しホールド感がとくに良い___周りに笑われたけど___ファインダーが無い事が家に持ち帰ってから知った___このままの中にファインダーもあったらもっと最高ブルーを選んだが色は'モひとつ'若干品がないメタリック紺レンズカバーがどのカラーでも黒だけで特にブルーには合わないメーカーさん色は大事です頑張ってでも気にいってるカメラメーカーは危機だね
"",ファインダー,がある,個人的には、感覚的に一瞬で構図を決めることが可能なファインダーがある方が好みですが、これは意見の分かれる所かも知れません。
"",ファインダー,がない,更に、ファインダーがないため、脇を締めて撮影しないので、手ぶれしやすくなるのは当然です。
"",ファインダー,がある,ファインダーがある機種と同じように、顔に近づけ撮るのも間が抜けていますし、コンパクトなのに持ちやすく操作しやすい形に改善の余地があると感じます。
"",ファインダー,のない,ファインダーのないカメラは初めてなので、何となくしっくりきません。
"",ファインダー,が欲しい,やはりファインダーが欲しい。
"",ファインダー,を使う,ファインダーを使うときは液晶を反対に向けることができ自分の鼻があたったりしても大丈夫です。
"",ファインダー,が無い,この機種に限りませんが、少し遠視気味の私はファインダーが無いモデルは初めてでしたが、なれるのに少し時間がかかりそうです。
"",ファインダー,を持っていますが,"K100D,K10D.D40は良いファインダーを持っていますが、それでも視野率はせいぜい95%ぐらいです。"
"",ファインダー,が小さいので,ファインダーが小さいので、暗い水中でマスクとハウジング越しでのピント合わせには苦労させられます。
"",ファインダー,と比べると,スクリーンはかなり頑張っているもののOMの広大なファインダーと比べるとピントを合わせるという機能を十分に充たしてくれるかやや心もとない。
"",ファインダー,も比べると,ファインダーもE-1と比べると悪いですが、E-300とは同じ感じですね。
"",ファインダー,が小さい,高感度に弱いこと、ファインダーが劇的に小さいことが弱点です。
"",ファインダー,がこと,不満点としてはファインダーが小さく見にくいこと、測距点が3点しかなく、中央に寄りすぎていることです。
"",ファインダー,は良いと,ファインダーは、フォーサーズとしては良いと聞きますがやはり見づらい。
"",ファインダー,が小さい,先に難点を上げるとファインダー内の測距点ガイドがうすくて見づらい事とファインダーが小さい(フォーサーズって事もあるんかもしれんけど)くらい。
"",ファインダー,の無い,ファインダーの無い機種だけに重要なポイントですね。
"",ファインダー,を見て,まあ、私は評判の良いistDのファインダーを見て「なんか暗くて見にくいなー、D40のほうがピンの山は見えやすい」なんて思っちゃう人間ですから実力はしれてます。
"",ファインダー,は良いですが,E-3のファインダーは良いですが、あれを乗せるとこの重量では無理かもしれません。
"",ファインダー,に関しては思います,ファインダーに関しては、光学式ではどんなメーカーの一眼レフでも実際のボケより少なく見えてしまうので、評価外ですが、ライブビューでピントの山とかボケ具合まで撮影しながら確認できるのは、すばらしいメリットだと思います。
"",ファインダー,も含め,ファインダーも含めカメラメカとしてはフラッグシップというだけのことがあるなぁと感じます。
"",ファインダー,が良いです,何よりも大きなファインダーが良いです。
"",ファインダー,も良いです,ファインダーも見当として、カメラで撮っている感が有ってとても良いです。
"",ファインダー,を使う,またライブビュー機能がないのでコンデジのような使い方はできず必ずファインダーを使う必要がありました。
