result,評価項目,評価表現,評判情報
"",使い勝手,がいい,マクロ機能が付いているが使い勝手は悪く(MFになる)、寄って撮りたい場合はAi35F2Dの方が使い勝手がいい、フォ-カス速度は許容範囲内(ウィ−ンってな感じ)。
"",使い勝手,はよいと,液晶で撮影画面を確認するときに鮮明に見れないのがよくないが、全体の大きさや、使い勝手はよいと思うS700と悩みましたが、D40Xも使用している事もあり、8MクラスのS510にきめました。
"",使い勝手,がよい,ロータリー十字キー?は意外と使い勝手がよい漢字です。
"",使い勝手,が良く,総合的にいって、便利な焦点距離、軽さと小ささ、AFの早さから非常に使い勝手が良く、実際に最も使用頻度が高いため、買ってよかったと思っています。
"",使い勝手,はいいと,メニューは別メーカーのコンデジからの乗り換えですが、全然複雑に感じませんし、使い勝手はとてもいいと思います。
"",使い勝手,は最高です,機動性や使い勝手はやはりデジイチなど比較にならず最高です。
"",使い勝手,の良い,町歩き外撮りから屋内撮りまで価格も手ごろで寄っても離れても汎用性の高い使い勝手の良いレンズだと思います。
"",使い勝手,が良いです,D50を購入後、旅行、運動会、入学卒業式、街並スナップなど使いましたが非常に使い勝手が良いです。
"",使い勝手,がいいと,後、悪い所とは言わないけど唯一、気になってるのが本体手振れ補正ですね〜、ゴミ取りは上記にも書いたように簡単に処理できるので無くてもいいけど、本体手振れ補正は有ったら有ったで無駄じゃないと思う、レンズに着いてるのも有るけど、本体に着いてた方が使い勝手がいいと思うしね。
"",使い勝手,が良いです,レンズ回転式は初めてでしたが、意外に持ちやすく、使い勝手が良いです。
"",使い勝手,が良くて,このキットにはVR機構がある55〜200mmのレンズがなかなか使い勝手が良くて、しかし三脚が必須ですね。
"",使い勝手,はいいと,高感度対応機と割り切ってしまえば、フジ以外の機種よりノイズが少なめなので、使い勝手はいいと思います。
"",使い勝手,もよく,使い勝手もよく、性能もいいので、大満足です。
"",使い勝手,が良いので,しかし、簡単設定なところや、モードダイヤルは、使い勝手が良いので助かっています。
"",使い勝手,が良いので,このレンズの焦点距離はとても使い勝手が良いので、Nikonにはぜひこのレンズをリニューアルして頂きたいです。
"",使い勝手,が良く,今までのニコンデジカメのなかで、こんなにカメラとしての使い勝手が良く、ニコンらしさが移植されているカメラに始めて出会いました。
"",使い勝手,が良い,発光禁止やマクロなど直前の設定を覚えてるのは使い勝手が良い。
"",使い勝手,が良い,何気に使い勝手が良い点が、引いた場合に50mmという点です。
"",使い勝手,も含めて,まあ、これは好き嫌いなので、使い勝手も含めて、ニコンのデザインが好きな私には___文句ありません。
"",使い勝手,が悪い,電源スイッチはついついズームレバーと勘違いしてしまって使い勝手が悪い。
"",使い勝手,も良いと,使い勝手も良いと思います。
"",使い勝手,はありません,AF-S、EDレンズ、M/Aスイッチ装備により使い勝手は申し分ありません。
"",使い勝手,がよい,コンパクトで非常に使い勝手がよい。
"",使い勝手,が良く,600万画素は大伸ばしにしなければ、使い勝手が良く、画素ピッチのせいか良好な画質です。
"",使い勝手,が良く,スナップ用に購入したD40Xの望遠系にと軽く考え購入しましたが、D200で使用していた80−200F2．8よりも使い勝手が良く、表現力もしっかりしているため、お気に入りの1台になりました。
"",使い勝手,が良いと,露出機能として、ミノルタカメラのようなスポットメーターの機能があれば、もっと使い勝手が良いと思います。
"",使い勝手,がよい,--11点あるCAM2000AFシステムは、近接した被写体でも、望遠撮影時でもやはり使い勝手がよい。
"",使い勝手,は良いです,28mmからの広角もあり、使い勝手は良いです。
"",使い勝手,は良いと,慣れもありますが使い勝手は非常に良いと思います。
"",使い勝手,もいい,厚さがやや気になるが胸ポケットには何とか収まるし、純正のケースはカッコもよく使い勝手もいい。
"",使い勝手,が良い,運動会では迷わずEOS20Dを使うが、旅行や普段の外出にはR3のほうが断然使い勝手が良い(画質だって結構良い。)。
"",使い勝手,がいいです,しかも広角28mmで撮りたい画角もすっぽり入りますので、いちいち撮影時に自分が後ろに下がるなどという事も必要ないですし、価格も他のどのメーカよりも30000円前後でデジタル7倍ZOOMがついているから使い勝手がかなりいいです。
"",使い勝手,が良く,デジイチでの18-50mmはとても使い勝手が良く、通しでF2.8、且つ開放が予想以上にクリアに写ることから、室内から景色撮りまで幅広く活躍しています。
"",使い勝手,の良い,ちょうどポケットに入るくらいのコンパクトさと、その割りに大きな液晶画面も非常に使い勝手の良い点でした。
"",使い勝手,も良い,もう少し値段が安いと嬉しいんだけどおおむね___満足です操作性銅鏡も変化せず使い勝手も良い。
"",使い勝手,が良い,ピントリング、ズームリングとも素晴らしい作りで、ズームしても全長が変わらないインナーズーム仕様はとても使い勝手が良い。
"",使い勝手,はいいです,キャッシュバック直前に購入したため、在庫切れで納期に1ヶ月程かかりましたが、思ってた以上にコンパクトで使い勝手はいいです。
"",使い勝手,は良いですね,使い勝手はかなり良いですね。
"",使い勝手,は良いので,3．操作性持ち心地の良さと相まって、どのボタン、ダイヤルも使い勝手は良いので、特に問題はないと思います。
"",使い勝手,が良く,とにかく使い勝手が良く、特に室内での撮影に強いですね。
"",使い勝手,がよい,使ってみればどんどん良さが分かる、とても使い勝手がよい一眼です。
"",使い勝手,が良い,以前のA10も使用していたが使い勝手が良い。
"",使い勝手,が良い,・クイックフォーカスは使い勝手が良い。
"",使い勝手,の良い,しかし、全体的には非常に使い勝手の良いカメラだと思います。
"",使い勝手,は満足です,1．デザイン、コンパクトさ、携帯性、操作性など外観や使い勝手は概ね満足です。
"",使い勝手,はいいです,使い勝手はいいです。
"",使い勝手,の良い,結果として取り出してすぐ使える使い勝手の良いカメラになってくれます。
"",使い勝手,が良い,最短撮影距離も短くスナップ撮影では使い勝手が良い。
"",使い勝手,も良く,使い勝手も良く、練られて作られたという匂いがプンプンしました。
"",使い勝手,の良い,手軽にある程度きれいな画像が残せたので私の用途に合った使い勝手の良い良くできたカメラです。
"",使い勝手,は良いです,実際の使用では、刻印が判読できないわけでもないので、割り切った必要最低限の機能のみのため、逆に使い勝手は良いです。
"",使い勝手,を考えると,携帯性は主要のコンパクトデジカメには当然劣りますが、手動ズームや別売りの縦型グリップなどの使い勝手を考えるとコンパクトな方だと思っています。
"",使い勝手,が良いと,また風景写真でも90㎜なので使い勝手が良いと思います。
"",使い勝手,は良いです,コンパクトで使い勝手はなかなか良いです。
"",使い勝手,が良いです,接写で近寄れる分、手ブレも気になりますが、レンズが出ない構造のX20は接写時にフラッシュを焚いてもレンズの影が出ないですから、気楽にフラッシュを焚け綺麗に調光してくれますので使い勝手が良いです。
"",使い勝手,が良いので,やはり解放側で、もうちょっとパリッと出てくれると嬉しいですが、ズームレンズで2.8が使えるだけでもかなり使い勝手が良いので僕はOKです。
"",使い勝手,もありません,末期ということもあり、非常に優れたコストパフォーマンスで、使い勝手も問題ありません。
"",使い勝手,が良いです,IS付きなので非常に使い勝手が良いです。
"",使い勝手,が良いです,安上がりでかなり使い勝手が良いです。
"",使い勝手,の良い,標準ズーム域・F2.8の通し・極めて良好な画質と、非常に使い勝手の良いレンズで、意図した通りの撮影がしやすいため購入以来愛用しています。
"",使い勝手,がいいです,とにかく軽くて使い勝手がいいです。
"",使い勝手,がいいです,まだ、使いこなしていないけど思った以上に使い勝手がいいです初心者には、楽しいおもちゃです。
"",使い勝手,が悪い,2．iPodのように親指でなぞるタッチホイールは遊び心としては認めるが、カメラとしては使い勝手が悪い、結局FUNCボタンを使うケースが多い。
"",使い勝手,がいいです,はじめに驚いたのは色々な機能があるにもかかわらず使い勝手がいいです。
"",使い勝手,が良く,5Dを先に利用していた点からも同様の操作性は非常に使い勝手が良く、以前にKissDNを使っていた時に比べると格段の使い易さがあります。
"",使い勝手,が良いです,全くの初心者ですが、初めてのデジタル一眼レフとしては非常に使い勝手が良いです。
"",使い勝手,が良いと,ISが強化され、300mmまで使えるレンズとしては軽量で使い勝手が良いと思います。
"",使い勝手,は良いです,ラバーフードは、若干浅いので純正フードほどのフレア回避になりませんが、使い勝手は良いです。
"",使い勝手,は良いと,35mmフルサイズでは万能の焦点域で、使い勝手は良いと思いますが、ISの古さが気になるのと、もう少し広角が欲しいですね。
"",使い勝手,が良い,旅行用に持っていく1本としては、かなり使い勝手が良いレンズなのではないでしょうか。
"",使い勝手,は良いです,でも動き物でなければVCの効きも抜群ですし、画質も予想していたより良いので、高倍率とあいまって使い勝手はきわめて良いです。
"",使い勝手,が良い,使い勝手が良いカメラを誰もが臨んでいると思います。
"",使い勝手,が良い,他に関しては容量を食うHDよりもSDの方が画質も良く写真をメイン、サブにムービーとして使うコンデジとしては使い勝手がとても良い。
"",使い勝手,が良く,操作系も慣れれば使い勝手が良く、良く考えられた配置だと思います。
"",使い勝手,が良いと,35mm換算で96mm相当の画角を得られるため画角的には35mm+100mmマクロに近いのですが、当然パースの付き具合が100mmとは異なるので、物撮り等でやはり100mmマクロの方が使い勝手が良いと感じる場合が多々あり。
"",使い勝手,は良いと,またフードなども特に撮影しづらい事も無く、使い勝手は良いと思います。
"",使い勝手,の良い,画質に関してはどうしても2.8Lと比較してしまうので、100%満足とはいきませんがその他の部分では逆に有利な要素も多くオールマイティに使用できる使い勝手の良いレンズです。
"",使い勝手,も良好です,フルタイムMFで、使い勝手も良好です。
"",使い勝手,がいいです,テレ端250mmはEF70-300mmより50mm短いですが、不便さは感じず、逆にワイド端55mmの使い勝手がいいです。
"",使い勝手,も良く,ただ、PENTAXのハイパー操作系がかなり使い勝手も良く、ボタン等の配置もPENTAXの方が使い良いです。
"",使い勝手,もいいです,まだ望遠での手振れには慣れませんが、使い勝手も、デザインもとてもいいです。
"",使い勝手,も思います,サイズといい、画質いい、使い勝手もよく非常によい製品と思います。
"",使い勝手,が良いと,マクロ域での撮影でもレンズ全長が変化しない所が使い勝手が良いと思います。
"",使い勝手,は良いです,またレンズが繰り出さないので使い勝手はとても良いです。ただちょっとレンズの大きさが気になります。
"",使い勝手,が良いです,機能性は同メーカーですからと思いますがIXY譲りの使い勝手が良いです。
"",使い勝手,が悪い,撮影した映像をDVDとして配ったりする機会がある人には使い勝手が悪い機種だと思う。
"",使い勝手,も良いです,レスポンスがよく、使い勝手も良いです。
"",使い勝手,の良い,店内などのフラッシュを使いにくい場面でも、高感度はもちろん、絞り優先・シャッタースピード優先モードで明るさを調節できるのでとても使い勝手の良いカメラだと思います。
"",使い勝手,はいいです,使い勝手は抜群にいいです。
"",使い勝手,は良いです,画質も機能も十分で、液晶・操作性も使い勝手は良いです。
"",使い勝手,は良いです,顔認識のレスポンスは良く、使い勝手は良いです。
"",使い勝手,は最高です,デザイン的にはイマイチの面もありましたが使い勝手は最高です。
"",使い勝手,がいいです,画質はとても良好だし、豊富な撮影モードがありとても使い勝手がいいです。
"",使い勝手,が良い,操作性では、ヘルプ機能が大変分かり易く使い勝手が良い。
"",使い勝手,にありません,初めてのデジ一ですが、普段F6の使用もあり使い勝手に不慣れはありません。
"",使い勝手,に満足しています,今のところ、機能、画質、バッテリー、総合的な使い勝手に大変満足しています。
"",バランス,が悪い,カメラは、左手側が重く、バランスが悪い
"",バランス,の良い,コンパクトな機体に、バランスの良い性能、動画撮りに対する認識が変わる一品です。
"",バランス,が悪い,・HDズーム、ISO感度、画質の3点のバランスが非常に悪い。
"",バランス,がありません,というのもしようレンズの口径にもよるのですが比較的大きなレンズ(手持ちのものでは77と82サイズ)だとバランスがよくありません。
"",バランス,が悪い,手持ちでのバランスが悪い。
"",バランス,の良い,"詰めの甘さは感じますが,手軽に写真を残すという程度なら全体的にバランスの良いカメラだと思います。"
"",バランス,はします,HDDモデルやDVDモデルも出ていますが、バランスは一番良い気がします。
"",バランス,が良く,値段と描写のバランスが良く、非常に満足度が高いです。
"",バランス,がいいです,画質的には絵づくりも含めてバランスがいいです。
"",バランス,も良いと,発売後1年以上たち、価格も安くなっていますし機能、速度、携帯性などのバランスも非常に良いと思います。
"",バランス,も良く,留-100に装着した感じもバランスも良く、レンズの外観もしっかりしている感じに見えますワイド端さえ気にならなければ、価格の割には良いのでは?と思います。
"",バランス,も良いです,ぼけ具合も奇麗ですし、留100に装着した際のバランスも良いです。
"",バランス,がいいです,画質は絵づくりも含めてとてもバランスがいいです。
"",バランス,が良いです,肩からぶら下げているときにバランスが良いです．
"",バランス,がいい,T10は一言で言うと、バランスがいい機種だと思います。
"",バランス,がいいと,写りは全般的にバランスがいいと言えます。
"",バランス,の良い,無理にハイビジョンにしなくてもSDでバランスの良い画像にしてくれた方がよかったです。
"",バランス,が悪い,しかしレンズが大きいためか、少しバランスが悪い感じです。
"",バランス,の良い,めちゃめちゃ特化した性能というのではなくバランスの良い何にでも使えるオールマイティーなデジカメで値段も安いというのはとても良いですね。
"",バランス,が良いと,他の競合機種と比べて個人的に好みなのでOKレンズ開口部とボディのバランスが良いと思います。
"",バランス,も良いので,パナライカレンズは大きさの割にホールディングが良く、カメラ装着時のバランスも良いので個人的には問題にしていません。
"",バランス,の良い,そして、各メーカー望遠に特化したモデルを出していますが、FZシリーズが最もバランスの良い望遠モデルだと思います。
"",バランス,は良いです,E-1やE-3とのバランスは良いです。
"",バランス,の良い,全体的に非常にバランスの良い機種だと思います。
"",バランス,も満足しています,E−330や500とのバランスも良く満足しています。
"",バランス,はいいですね,TCON-17を取り付けての撮影のバランスはいいですね。
"",バランス,は良い,かなりすっきりしていてバランスは良い。
"",バランス,も良いので,パナライカレンズは大きさの割にホールディングが良く、カメラ装着時のバランスも良いので個人的には問題にしていません。
"",バランス,は良いです,E-1やE-3とのバランスは良いです。
"",バランス,も良いと,ニコンD70sとのバランスも結構良いと思います。
"",バランス,もいい,さすがに、キットレンズの18−70mmに比べれば大きいですがD200やD2Hsにはバランスもいい感じだと思います。
"",バランス,は良く,D200とのバランスはなかなか良く、然程重くないので携帯に便利です。
"",バランス,の良い,D2Xで使用していますが非常にバランスの良い組み合わせです。
"",バランス,がよい,性能(主に画質)、機能、ホールディングしやすいすぐれたデザインなど、とてもバランスがよいカメラです。
"",バランス,が良いです,バランスが良いです。
"",バランス,が良いです,ずば抜けてこれが凄い!と言う機種ではないのですが、逆に言うとバランスが非常に良いです。
"",バランス,が良く,デザイン・大きさ・重さのバランスが良く、「中身が詰まってる感」があります。
"",バランス,が良い,ニコンの製品は、現在F3HP、EM(F3がなかなか入手出来なかったためつなぎで買う)F601QD(外観は黒いのがだんだんはげてくる)F6、コンタックスTVS竇「(世間の評価はどうあれいいカメラだと思う)コンデジニコンS700、D70s→D80→D300へ、D200→D300に下取り交換して、今はD300を二台でマグネシウム合金で少し重くなったけど、3インチの液晶の見やすさ、この重さが18〜200とか28〜120のレンズとの重さのバランスがとても良い、D200とD300の二台で行こうと思って、悩んでいたが、同じ機種のほうが使いやすくて、よかった。
"",バランス,が感じます,ホールド感はほぼD200と同じですが、バランスがいいように感じます。
"",バランス,が良く,全体的に見て、バランスが非常に良く、使いやすいカメラだと思います。
"",バランス,も良いと,強いてあげるなら・・・、もう少し大きめに、丈夫に作ってもらえると、Nikonや、FUJIFILMのカメラとのバランスも良いと思います。
"",バランス,はいいと,バランスはいいと思う。
"",バランス,がいい,基本的画質がよく、機能的にも必要な機能はほぼ備えていてバランスがいい機種だと思います。
"",バランス,が良く,確かにVS18-200のズーム倍率と手振れ補正には魅力が有りましたが常用標準レンズとして考えたときはこのレンズが大きさ的にバランスが良く、常用レンズとして最も優れていると感じました。
"",バランス,が感じます,ホールド感の面から見ても横長の方がバランスがよく感じます。
"",バランス,が良いです,全体的に見てとてもバランスが良いです、逆に悪く言ってしまえば全てにおいて中途半端。
"",バランス,の良い,私的には、まだRAW現像など、これから勉強が必要ですが、使い込みの楽しみがある非常にバランスの良いカメラだと思いました。
"",バランス,も良いと,お値段とのバランスも良いと思います。
"",バランス,は良いです,デザインは、Nikonシリーズに、あっているようで、D200(S5pro)に装着したバランスは、とても良いです。
"",バランス,を考えると,デジカメも世代と共にスペックがどんどん良くなるものですが、トータルのバランスを考えると最新機種に決して引けをとらないすばらしいパフォーマンスです。
"",バランス,がいいと,ただし操作部はもう少し厚い方が左右のバランスがいいと思います。
"",バランス,が良く,大きさも、D3との使用では、バランスが良く、扱い易いです。
"",バランス,は良いです,それに、S5Pro(BGなし)に付けたときのバランスはとても良いです。
"",バランス,が良くて,ボディーとレンズのバランスが良くて、ホールドしやすく撮影が楽。
"",バランス,が良いので,また左右、前後の重さのバランスが良いので、手ブレしなくてすみそうです。
"",バランス,はよいです,使用カメラはD200とD2Hsなのですが、構えたバランスはやはりD2Hsがよいです。
"",バランス,が良く,その点、高感度に強い600万画素のD40はバランスが良く、まだまだ通勤のお供から外せそうにありません。
"",バランス,がいい,上位機種のキットレンズですが、D40ともバランスが良くなにより値段の割に画質がいい。
"",バランス,の良い,バランスの良いカメラを御希望の方には少し割高感があるかもしれませんが買って納得すると思います。
"",バランス,の良い,とても値段からは信じられないバランスの良い製品でしょう。
"",バランス,も良く,パンケーキタイプは、私は初めてですがボディーとのバランスも良く、スナップ撮影にも使用しましたが、使いやすいです。
"",バランス,の良い,撮影が始まってしまえば、これ以上のカメラはないと言えるぐらい、バランスの良いカメラです。
"",バランス,がいい,価格と性能のバランスがとてもいいレンズだと思います。
"",バランス,がよい,D200で使うと18-200よりバランスがよい。
"",バランス,はいいですね,EDレンズのおかげか、技術が向上がされているのか色収差のバランスはいいですね。
"",バランス,も良いので,D80AF-SDX18-135Gレンズキットはレンズとのバランスも良いので待っていたカメラです。
"",バランス,がいいです,久しぶりのデジカメ購入でしたが、値段と性能のバランスが非常にいいです。
"",バランス,は良いと,少し辛口かもしれませんが、低価格コンパクトとしてバランスは良いと思います。
"",バランス,が良い,カメラとつなげたときのバランスが良いこと。
"",バランス,が良く,使ってみるとバランスが良く、手持ち撮影でも使いこなせます。
"",バランス,が良い,また、バランスが良いためかカタログ数値ほど重さを感じさせない。
"",バランス,の良い,レンズのF値の大きさがシチュエーションによっては適切でないことがありますが、とてもバランスの良いレンズと思います。
"",バランス,の良い,安いし買って損はない商品なのは間違いないでしょう___多彩な撮影機能にボディー内臓手ブレ補正、豊かな諧調で立体的な画像出力とバランスの良いカメラでありコストパフォーマンスも高い。
"",バランス,も含めて,銀塩はず縲怩チとMFニコン一筋30と?年なのですが、コイツは発表直後より「機能・価格のバランスも含めて所謂ファミリーカメラ用としては最強じゃないか!」と、コンデジに買い増す形での購入を決心し16日にGETしました。
"",バランス,は良いと,グリップ付きの20Dや1D3に付けた場合は、バランスはとても良いと思います。
"",バランス,は良い,やや重いが、カメラ(K20D)とのバランスは良い。
"",バランス,が良い,主観ですが、見た目にM42レンズ等の古いレンズを装着した時のバランスが良い気がします。
"",バランス,も良いと,嵩張るレンズですが思ったほどは重くなく、両カメラにマウントした時のバランスも良いと思います。
"",バランス,も良いと,ニコンD70sとのバランスも結構良いと思います。
"",バランス,も良く,SIGMAAPO70-300とのバランスも良く、買って正解でした。
"",バランス,も良いです,K10Dとのバランスもとても良いです。
"",バランス,の良い,全体的にバランスの良いズームレンズですが、販売終了してしまったのが悔やまれます。
"",バランス,もよく,K10Dに付けていますが、見た目もバランスもよく、大満足です。
"",バランス,も良いです,K10Dとのバランスも良いです。
"",バランス,も良いと,風景もクリヤーに再現、K10Dとのバランスも良いと思います。
"",バランス,が良いと,初心者向けとしては、非常にバランスが良いと思います。
"",バランス,が良いので,最近のD40などに比べると大きいですが、バランスが良いので持ちやすく、24mmF2.8などを付けると、ちょうど良い大きさです。
"",バランス,が良い,正方形に近い形は今では時代遅れのようだが、逆にカッコいいとともに、片手で持っても両手で持ってもホールドしやすく、バランスが良い。
"",バランス,は良いです,それぞれの標準ズームレンズ(24-70mmf2.8Lと24-70mmf2.8G)をつけた時は、D3の方が軽く、1Dsの方がホールディングのバランスは良いです。
"",バランス,を考えると,グリップの握りやすさもいいし、重さもレンズとのバランスを考えるとこれでいいと思う、買って大満足です初心者なので他のデジイチと比較はできませんが、購入前に人の画をあれこれ比較して決めました。
"",バランス,も良く,レンズの大きさとのバランスも良く、良好。
"",バランス,はいいと,40Dもそこそこ重いので、ホールディングのバランスはなかなかいいと思います。
"",バランス,がいいと,ただ、少し大きいのでKissDXではバッテリーグリップがあったほうがバランスがいいと思います。
"",バランス,は良く,しかしながら、40Dとのバランスはとても良く、持ち運びも苦になりません。
"",バランス,はいいと,重さは「EF-S17-85ISUSM」からの乗り換えだったため多少の戸惑いはありましたが、30Dとのバランスは非常にいいと思います。
"",バランス,が良い,とにかくISの効きは秀逸、KDXとの組み合わせでもバランスが良いため使い勝手は良好です。
"",バランス,はない,2．デザインも悪くなく、40Dとのサイズ的なバランスは問題ない。
"",バランス,が良い,重さもバランスが良い性かカメラに実装すると実重量ほど感じ無いし、縮めると携帯性も良いです
"",バランス,が良いと,重量感ありますが、むしろバランスが良いと思います。
"",バランス,も良いと,重さもそれなりで、「重いレンズ」とのバランスも良いと思う。
"",バランス,も良く,また望遠レンズとのバランスも良く、三脚などを使用した時も安定しますね。
"",バランス,も良く,全体なバランスも良く、私にとっては大満足な一台かな。
"",バランス,もよく,色や光のバランスも非常によく、天気・屋内外に関わらず、思い通りの写真が撮れたと思います。
"",バランス,もよく,カメラとのバランスもよく、携帯性もいいですね。
"",バランス,が良いと,475gと、昨今のデジタル専用と比べると数値で見ると多少重量がありそうですが、感覚的には殆ど差は無く、むしろバランスが良いと感じます。
"",バランス,が良いと,操作性:ISは効きが良く、このレンズとバランスが良いと思います。
"",バランス,もよく,カメラとのバランスもよく、なかなかの風格を感じさせてくれるレンズではないですか。
"",バランス,もよく,本体(EOS5D)とのバランスもよく、表現力はもっと高点数をつけたいくらいです。
"",バランス,は良いですね,やはり、KissDXに装着した時よりは、40Dの方が手持ち時のバランスは良いですね。
"",バランス,は良いと,使用感ですが、適度の重さのため5Dとのバランスは良いと感じました。
"",バランス,は良いと,グリップ付きの20Dや1D3に付けた場合は、バランスはとても良いと思います。
"",バランス,も良いと,ニコンD70sとのバランスも結構良いと思います。
"",バランス,が良い,使い勝手的な面では、まず1kgという重さですが1D3との組み合わせでは結構バランスが良い感じです(何故か軽く感じます)。
"",バランス,が良い,画質など個々の項目では910ISを超える機種は多くありますが、トータルでのバランスが良いカメラだと思います。
"",バランス,が良いと,こればかりは実際に手で持って構えてみないと判りませんが、バランスが良いと思ったら私はヘソクリ崩してでも買いますよ。
"",バランス,を考えると,基本的にスポーツ撮影(競馬)とポートレートなので、軽さと機能と価格のバランスを考えると極めてお値打ちなのではないかと思う。
"",バランス,が良いです,さすが、キャノン、EF単レンズ、DPPソフト、バランスが良いです。
"",バランス,はいい,すべて無難にまとまっていてバランスはいい。
"",バランス,の良い,APS-Cのカメラの組み合わせなら非常にバランスの良いカメラです。
"",バランス,は良く,流石純正レンズだけあり、ボディーに取り付けた際のバランスは最高に良く、性能対価格比において満足感は高いです。
"",バランス,が良く,重量にして300gほど軽いだけですが、こちらの方がとてもバランスが良く、kissDigitalXにつけても撮りやすいです。
"",バランス,の良い,こちらのレビューなどを読んで、総合的にバランスの良い、初心者にも向く機種かなと思って購入しました。
"",バランス,が良い,●全般機能や性能のこだわりようと割り切りようのバランスが良い。
"",バランス,を考えると,G7は機能とのバランスを考えるとかなり良好。
"",バランス,がよい,また、ボタン・ダイヤル・レバーなどの配置もバランスがよい。
"",バランス,が良い,40Dにはこの位のボリューム感がバランスが良い。
"",バランス,を考えると,8L等の大きめのレンズもありますので、バランスを考えると40Dかな?と。
"",バランス,も良いと,標準ズームクラスを装着した時のバランスも良いと思います。
"",バランス,が良い,性能・価格・使用できるレンズの多さなどを総合的に見て、現在発売されている中級機の中で、最もバランスが良い機種だと思います。
"",バランス,を考えると,個人的に画質とデータサイズのバランスを考えると、4〜5メガぐらいの画素数が一番使いやすいと思っているので、に満足してます。
"",バランス,はいいと,全体のバランスはいいと思います。
"",バランス,の良い,コンデジとして、よくまとまった、バランスの良い製品だと思います。
"",バランス,も良い,光学手振れ補正も付いており、光学ズーム6倍とバランスも良い。
"",バランス,が感じます,24-105mmよりも軽くバランスが良く感じます。
"",バランス,もなく,KISSDNでの使用ですが、レンズとボディのバランスも違和感なく使用できます。
"",バランス,の良い,40Dや5Dくらいの大きさがあるボディには、とてもバランスの良いレンズだと思います。
"",バランス,はよいと,ISとズーム便利さと画質のバランスはとてもよいと思います。
"",バランス,は良いと,主機種はEOS40Dですが、このカメラとのバランスは非常に良いと思います。
"",バランス,が良く,色のりのバランスが良く、中央部の解像が素晴らしい。
"",バランス,も良いと,そもそもこのレンズ、APSフィルム一眼の標準ズームとして発売された経緯もありますし、Kiss系カメラとのバランスも良いと思います。
"",バランス,の良い,とてもバランスの良い入門機だと思います。
"",バランス,が良い,全てにおいてバランスが良い。
"",バランス,が悪い,むしろ、ズームレンズを付けた時のバランスが悪い。
"",バランス,が悪い,ただ、レンズが重いとちょっとバランスが悪いときがありますけどね・・・(笑)
"",バランス,は良いと,全体的なバランスは大変良いと思います。
"",バランス,もいい,重量も軽くて、KDN(バッテリーグリップ付き)に装着して持ったときのバランスもいい感じです。
"",バランス,がいいと,XPであれば15時間録画できますし、大きさ・重さ・画質・機能のバランスが非常にいいと思いました。
"",バランス,を考えると,個人的にはバランスを考えると2.5インチがベストサイズだと思いますが…4点。
"",バランス,が良いです,重さはもう少し有った方がレンズとのバランスが良いです。
"",バランス,は良いと,タムロン28-300mmに比べてコンパクトなので、小型のデジ一眼とのバランスはこちらの方が良いと思う。
"",バランス,は良いと,感度は400までに抑えた方が画質とのバランスは良いと思います。
"",バランス,も良いです,細かな設定機能はついてないけど、顔認識機能やさまざまな撮影モードがあり、購入したデジタル一眼とのバランスもすごく良いです。
"",バランス,が良いと,全体的に梨地状にシルバー塗装がされておりメッキ部とのバランスが良いと思います。
"",バランス,を考えると,見た目の雰囲気で本格デジイチと比べてしまうと、見劣りする面も多々あるのでしょうが、実売価格とのバランスを考えるとすばらしいカメラだと思います。
"",バランス,が良い,とてもバランスが良いデジカメです。
"",バランス,が良いです,ボディがしっかりしているので、大きなレンズを装着してもバランスが良いです。
"",バランス,の良い,しかしS5proでは先代の不満点を様々な点で上手に解消し、実にバランスの良いカメラになっていると感じました。
"",バランス,が良く,F31のi-フラッシュはバックとのバランスが良く、人物が真っ白・バックが真っ黒になりにくい。
"",バランス,が良いと,大きさも2.7インチで本体とのバランスが良いと思います
"",バランス,が良いと,バランスが良いと思います。
"",発色,が良く,どんな場面でも発色が良く、描写力も極めて高い。
"",発色,も良く,シャープで発色も良く、このクラスで1040万画素で後からのトリミングの自由や引き延ばさなくても大きくプリントできますしね
"",発色,が良いので,アンチダストもありがたいです液晶は大きくて発色が良いので文句なしです、
"",発色,はありません,発色は文句ありません、
"",発色,もあります,ダイナミックレンジを広くすると画像が暗くなるそうなのですが、そのせいなのか全体的に暗めで、発色も物足りなさがあります。
"",発色,は思います,発色はややあっさりだと思います。
"",発色,も良いです,見やすく発色も良いです。
"",発色,もよく,晴のゲレンデは発色もよく、イイ感じです。
"",発色,といい,先日、キヤノンEF28-105mmF3.5-5.6と同じフィルム、同じ光の条件で撮影をしたのですが、発色といい解像感といい圧倒的にT3が上回っていました。
"",発色,も良いです,画質も、FZ7と違って発色も良く解像感も良いです。
"",発色,は感じです,発色はそれと比べるとナチュラルな感じです。
"",発色,が悪い,◎レンズがSDR-S200よりもワイドなので室内撮影時に便利×屋内撮影時に発色が明らかに悪い。
"",発色,が悪い,小生は主にEVFファインダーで写すのですがカラーの発色が非常に悪い。
"",発色,もよく,画質ですが、明るいところでは発色もよく、とてもきれいに撮影できます。
"",発色,は最高です,空の発色はともかく最高です。
"",発色,は思います,発色は、若干派手目深みのある色合いかと思います。
"",発色,もあって,発色も透明感があって青や緑がきれいですね。
"",発色,が良く,2.画質について発色が良く、不自然もない。
"",発色,も良く,・400万画素の割りに発色も良く、景色などの動きの少ないものを撮影する場合はコレで十分・暗い所での撮影は少々発色が悪くなる
